"periodo_denuncia,anio_denuncia,fecha_descarga,distrito_fiscal,especialidad,tipo_caso,generico,subgenerico,articulo,des_articulo,cantidad,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte,latitud,longitud"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO,126,Omisión de socorro y exposición a peligro,3,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO,128,Exposición a peligro de persona dependiente,3,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,106,Homicidio Simple,43,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,108,Homicidio calificado,10,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,108-A,Homicidio Calificado por la Condición de la víctima,1,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,108-B,Feminicidio,4,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,108-C,Sicariato,1,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,109,Homicidio por emoción violenta,1,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,111,Homicidio Culposo,16,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,113,Instigación o ayuda al suicidio,1,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,112,Homicidio piadoso,2,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,LESIONES,121,Lesiones graves,94,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,LESIONES,121-A,""Formas agravadas. Lesiones graves - víctima menor de edad, adulto mayor o persona con discapadidad"",1,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,LESIONES,121-B,Lesiones graves por violencia contra las mujeres e integrantes del grupo familiar,1,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,LESIONES,122,Lesiones leves,98,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,LESIONES,122-B,Agresiones en contra de las mujeres o integrantes del grupo familiar,759,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,LESIONES,123,Lesiones preterintencionales con resultado fortuito,10,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,LESIONES,124,Lesiones Culposas,84,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,LESIONES,124-B,""Del daño psíquico y la afectación psicológica, cognitiva o conductual"",2,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VOLUNTAD POPULAR,DELITOS CONTRA EL DERECHO AL SUFRAGIO,355,Impedimento del ejercicio de derecho de sufragio,1,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VOLUNTAD POPULAR,DELITOS CONTRA EL DERECHO AL SUFRAGIO,359,Atentados contra el derecho de sufragio,1,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LA VOLUNTAD POPULAR,DELITOS CONTRA EL DERECHO AL SUFRAGIO,354,Perturbación o impedimento de proceso electoral,1,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,CONTRA LOS DERECHOS INTELECTUALES,CONTRA LA PROPIEDAD INDUSTRIAL,222-A,Penalización de la clonación o adulteración de terminales de telecomunicaciones,1,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,DELITOS ADUANEROS (LEY 28008),CONTRABANDO (D.ADUAN.),2,Modalidades de contrabando,49,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,310,Delitos contra los bosques o formaciones boscosas,2,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,304,Contaminación del ambiente,5,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,307-A,Delito de minería ilegal,5,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,DELITOS AMBIENTALES,RESPONSABILIDAD FUNCIONAL E INFORMACIÓN FALSA,314-B,Responsabilidad por información falsa contenida en informes,1,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,""LEY Nº 30096, LEY DE DELITOS INFORMATICOS"",DELITOS CONTRA DATOS Y SISTEMAS INFORMATICOS,2,Acceso Ilícito,3,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,""LEY Nº 30096, LEY DE DELITOS INFORMATICOS"",DELITOS INFORMATICOS CONTRA EL PATRIMONIO,8,Fraude informático,78,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,""LEY Nº 30096, LEY DE DELITOS INFORMATICOS"",DELITOS INFORMATICOS CONTRA LA FE PUBLICA,9,Suplantación de identidad,29,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,""LEY Nº 30096, LEY DE DELITOS INFORMATICOS"",DISPOSICIONES COMUNES,10,Abuso de mecanismos y dispositivos informáticos,10,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CAÑETE,PENAL,DENUNCIA,""LEY Nº 30096, LEY DE DELITOS INFORMATICOS"",DISPOSICIONES COMUNES,11,Agravantes,12,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,27/04/2026,-13.0777777777778,-76.3877777777778"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,ATENTADOS CONTRA SEGURIDAD NACIONAL Y TRAICIÓN A LA PATRIA,326,Participación en grupo armado dirigido por extranjero,1,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL HONOR,""INJURIA,CALUMNIA Y DIFAMACION"",131,Calumnia,3,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL HONOR,""INJURIA,CALUMNIA Y DIFAMACION"",132,Difamación,9,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL HONOR,""INJURIA,CALUMNIA Y DIFAMACION"",136,Difamación o injuria encubierta o equívoca,1,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,""ACAPARAMIENTO, ESPECULACION, ADULTERACION"",235,Adulteración,2,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,DESEMPEÑO DE ACTIVIDADES NO AUTORIZADAS,243-C,Funcionamiento ilegal de juegos de casino y máquinas tragamonedas,1,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,247,Financiamiento por medio de información fraudulenta,3,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,248,Condicionamiento de créditos,1,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,244,Concentración crediticia,1,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,245,""Ocultamiento, omisión o falsedad de información"",1,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,254,Tráfico de moneda falsa,4,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,189-A,Hurto de ganado,18,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,189-C,Robo de ganado ,1,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,190,Apropiación ilícita común,102,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,192,Apropiación irregular,88,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,205,Daño simple,297,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,206,Formas agravadas,33,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,206-A,Abandono y actos de crueldad contra animales domésticos y silvestres,19,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196,Estafa,451,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196-A,Estafa agravada,54,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,197,Casos de defraudación,22,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,200,Extorsión.,54,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,201,Chantaje,4,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,FRAUDE EN LA ADMINISTR. DE PERS. JURID.,198,Administración fraudulenta,11,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,185,Hurto simple,683,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,186,Hurto agravado,560,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,186-A,Dispositivos para asistir a la decodificación de señales de satélite portadoras de programas,3,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,194,Receptación.,46,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,195,Formas agravadas,35,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,194-A,Distribución de señales de satélite portadoras de programas,1,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,188,Robo.,64,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,189,Robo agravado,137,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,202,Usurpación.,213,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,203,Desvío ilegal del curso de las aguas,1,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,204,Formas agravadas de usurpación,155,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO CULTURAL,CONTRA LOS BIENES CULTURALES,226,Atentados contra monumentos arqueológicos,68,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO CULTURAL,CONTRA LOS BIENES CULTURALES,228,Extracción ilegal de bienes culturales,1,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376,Abuso de autoridad,85,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376-B,Otorgamiento ilegítimo de derechos sobre inmuebles (abuso de autoridad),1,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,377,""Omisión, rehusamiento o demora de actos funcionales (abuso de autoridad)"",102,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,381,Nombramiento o aceptación ilegal (abuso de autoridad),16,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,382,Concusión,5,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,384,Colusión simple y agravada (concusión),70,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,387,Peculado doloso y culposo (peculado),80,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,388,Peculado de uso (peculado),22,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,390,Retardo injustificado de pago (peculado),9,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,393,Cohecho pasivo propio (corrupción de funcionarios),2,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,395-A,Cohecho pasivo propio en el ejercicio de la función policial (corrupción de funcionarios),3,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,397,Cohecho activo genérico (corrupción de funcionarios),3,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,398,Cohecho activo específico (corrupción de funcionarios),2,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,399,Negociación incompatible o aprovechamiento indebido de cargo (corrupción de funcionarios),60,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,400,Tráfico de influencias (corrupción de funcionarios),12,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,389,Malversación (peculado),28,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,383,Cobro indebido (concusión),3,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,394,Cohecho pasivo impropio (corrupción de funcionarios),12,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,395,Cohecho pasivo específico (corrupción de funcionarios),1,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
"ENERO - MARZO,2026,06/04/2026,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,385,Patrocinio ilegal (concusión),2,080108,CUSCO,CUSCO,WANCHAQ,27/04/2026,-13.5213888888889,-71.9666666666667"
