"periodo_denuncia,anio_denuncia,fecha_descarga,distrito_fiscal,especialidad,tipo_caso,generico,subgenerico,articulo,des_articulo,cantidad,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte,latitud,longitud"
"ENERO - MARZO,2026,06/04/2026,HUAURA,PENAL,DENUNCIA,CONTRA LA VOLUNTAD POPULAR,DELITOS CONTRA EL DERECHO AL SUFRAGIO,354,Perturbación o impedimento de proceso electoral,1,150801,LIMA,HUAURA,HUACHO,27/04/2026,-11.1080555555556,-77.6102777777778"
"ENERO - MARZO,2026,06/04/2026,HUAURA,PENAL,DENUNCIA,CONTRA LOS DERECHOS INTELECTUALES,CONTRA LA PROPIEDAD INDUSTRIAL,222,Fabricación o uso no autorizado de patente,1,150801,LIMA,HUAURA,HUACHO,27/04/2026,-11.1080555555556,-77.6102777777778"
"ENERO - MARZO,2026,06/04/2026,HUAURA,PENAL,DENUNCIA,D.LEG 813. LEY PENAL TRIBUTARIA,DEFRAUDACION TRIBUTARIA,5-C,Defraudación tributaria (D.L. 813),1,150801,LIMA,HUAURA,HUACHO,27/04/2026,-11.1080555555556,-77.6102777777778"
"ENERO - MARZO,2026,06/04/2026,HUAURA,PENAL,DENUNCIA,D.LEG. 1106 LAVADO DE ACTIVOS,LAVADO DE ACTIVOS,1,Actos de conversión y transferencia,1,150801,LIMA,HUAURA,HUACHO,27/04/2026,-11.1080555555556,-77.6102777777778"
"ENERO - MARZO,2026,06/04/2026,HUAURA,PENAL,DENUNCIA,DELITOS ADUANEROS (LEY 28008),TENTATIVA,9,Tentativa de los delitos aduaneros,2,150801,LIMA,HUAURA,HUACHO,27/04/2026,-11.1080555555556,-77.6102777777778"
"ENERO - MARZO,2026,06/04/2026,HUAURA,PENAL,DENUNCIA,DELITOS AMBIENTALES,RESPONSABILIDAD FUNCIONAL E INFORMACIÓN FALSA,314-B,Responsabilidad por información falsa contenida en informes,1,150801,LIMA,HUAURA,HUACHO,27/04/2026,-11.1080555555556,-77.6102777777778"
"ENERO - MARZO,2026,06/04/2026,HUAURA,PENAL,DENUNCIA,""LEY Nº 30096, LEY DE DELITOS INFORMATICOS"",DELITOS CONTRA DATOS Y SISTEMAS INFORMATICOS,2,Acceso Ilícito,1,150801,LIMA,HUAURA,HUACHO,27/04/2026,-11.1080555555556,-77.6102777777778"
"ENERO - MARZO,2026,06/04/2026,HUAURA,PENAL,DENUNCIA,""LEY Nº 30096, LEY DE DELITOS INFORMATICOS"",DELITOS INFORMATICOS CONTRA EL PATRIMONIO,8,Fraude informático,62,150801,LIMA,HUAURA,HUACHO,27/04/2026,-11.1080555555556,-77.6102777777778"
"ENERO - MARZO,2026,06/04/2026,HUAURA,PENAL,DENUNCIA,""LEY Nº 30096, LEY DE DELITOS INFORMATICOS"",DELITOS INFORMATICOS CONTRA LA FE PUBLICA,9,Suplantación de identidad,43,150801,LIMA,HUAURA,HUACHO,27/04/2026,-11.1080555555556,-77.6102777777778"
"ENERO - MARZO,2026,06/04/2026,HUAURA,PENAL,DENUNCIA,""LEY Nº 30096, LEY DE DELITOS INFORMATICOS"",DELITOS INFORMATICOS CONTRA LA INDEMNIDAD Y LIBERTAD SEXUALES,5,""Proposiciones a niños, niñas y adolescentes con fines sexuales por medios tecnológicos"",1,150801,LIMA,HUAURA,HUACHO,27/04/2026,-11.1080555555556,-77.6102777777778"
"ENERO - MARZO,2026,06/04/2026,HUAURA,PENAL,DENUNCIA,""LEY Nº 30096, LEY DE DELITOS INFORMATICOS"",DISPOSICIONES COMUNES,10,Abuso de mecanismos y dispositivos informáticos,1,150801,LIMA,HUAURA,HUACHO,27/04/2026,-11.1080555555556,-77.6102777777778"
"ENERO - MARZO,2026,06/04/2026,HUAURA,PENAL,DENUNCIA,""LEY Nº 30096, LEY DE DELITOS INFORMATICOS"",DISPOSICIONES COMUNES,11,Agravantes,1,150801,LIMA,HUAURA,HUACHO,27/04/2026,-11.1080555555556,-77.6102777777778"
"ENERO - MARZO,2026,06/04/2026,HUAURA,PENAL,DENUNCIA,DELITOS TRIBUTARIOS,ELABORAC. Y COMERC. CLANDEST. DE PRODUCTOS,272,Comercio Clandestino,1,150801,LIMA,HUAURA,HUACHO,27/04/2026,-11.1080555555556,-77.6102777777778"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL HONOR,""INJURIA,CALUMNIA Y DIFAMACION"",130,Injuria,6,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL HONOR,""INJURIA,CALUMNIA Y DIFAMACION"",131,Calumnia,4,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL HONOR,""INJURIA,CALUMNIA Y DIFAMACION"",132,Difamación,26,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,DESEMPEÑO DE ACTIVIDADES NO AUTORIZADAS,243-C,Funcionamiento ilegal de juegos de casino y máquinas tragamonedas,1,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,247,Financiamiento por medio de información fraudulenta,1,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,251,Desvío fraudulento de crédito promocional,1,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,254,Tráfico de moneda falsa,1,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,189-A,Hurto de ganado,7,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,190,Apropiación ilícita común,124,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,192,Apropiación irregular,22,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,193,Apropiación de prenda,1,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,205,Daño simple,141,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,206,Formas agravadas,29,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,206-A,Abandono y actos de crueldad contra animales domésticos y silvestres,25,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196,Estafa,420,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196-A,Estafa agravada,74,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,197,Casos de defraudación,15,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,200,Extorsión.,171,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,201,Chantaje,10,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,FRAUDE EN LA ADMINISTR. DE PERS. JURID.,198,Administración fraudulenta,6,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,185,Hurto simple,173,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,186,Hurto agravado,841,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,186-A,Dispositivos para asistir a la decodificación de señales de satélite portadoras de programas,1,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,187,Hurto de uso,9,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,194,Receptación.,19,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,195,Formas agravadas,50,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,188,Robo.,32,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,189,Robo agravado,479,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,202,Usurpación.,112,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,203,Desvío ilegal del curso de las aguas,4,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,204,Formas agravadas de usurpación,133,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA EL PATRIMONIO CULTURAL,CONTRA LOS BIENES CULTURALES,226,Atentados contra monumentos arqueológicos,4,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376,Abuso de autoridad,80,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376-B,Otorgamiento ilegítimo de derechos sobre inmuebles (abuso de autoridad),2,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,377,""Omisión, rehusamiento o demora de actos funcionales (abuso de autoridad)"",77,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,378,Denegación o deficiente apoyo policial (abuso de autoridad),2,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,381,Nombramiento o aceptación ilegal (abuso de autoridad),12,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,382,Concusión,1,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,384,Colusión simple y agravada (concusión),20,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,387,Peculado doloso y culposo (peculado),16,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,388,Peculado de uso (peculado),7,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,390,Retardo injustificado de pago (peculado),1,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,393,Cohecho pasivo propio (corrupción de funcionarios),3,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,395-A,Cohecho pasivo propio en el ejercicio de la función policial (corrupción de funcionarios),10,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,397,Cohecho activo genérico (corrupción de funcionarios),4,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,398,Cohecho activo específico (corrupción de funcionarios),2,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,399,Negociación incompatible o aprovechamiento indebido de cargo (corrupción de funcionarios),20,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,400,Tráfico de influencias (corrupción de funcionarios),7,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,389,Malversación (peculado),6,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,383,Cobro indebido (concusión),3,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,385,Patrocinio ilegal (concusión),1,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,401,Enriquecimiento ilícito (corrupción de funcionarios),2,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,361,Usurpación de función pública,9,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,362,Ostentación de distintivos de función o cargos que no ejerce,1,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,363,Ejercicio ilegal de profesión,2,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,365,Violencia contra la autoridad para obligarle a algo,2,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,366,Violencia contra la autoridad para impedir el ejercicio de sus funciones,10,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,367,Formas agravadas (Art. 365 y 366),2,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368,Resistencia o desobediencia a la autoridad,287,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-A,""Ingreso indebido de equipos o sistema de comunicación, fotografía y/o filmación en centros de detención o reclusión"",10,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-D,""Posesión indebida de teléfonos celulares o, armas, municiones o materiales explosivos, inflamables, asfixiantes o tóxicos en establecimientos penitenciarios"",1,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,369,Violencia contra autoridades elegidas,2,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,372,Atentado contra documentos que sirven de prueba en el proceso,6,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,371,Negativa a colaborar con la administración de justicia,4,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,402,Denuncia calumniosa,23,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,403,Ocultamiento de menor a las investigaciones,3,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,404,Encubrimiento personal,2,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,405,Encubrimiento real,5,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,407,Omisión de denuncia,2,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,408,Fuga del lugar del accidente de tránsito,17,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,409,Falsedad en juicio,2,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,409-A,Obstrucción de la justicia,2,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,411,Falsa declaración en procedimiento administrativo,9,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,416,Fraude procesal,15,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,418,Prevaricato,12,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,422,Negativa a administrar justicia,2,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS,LIBRAMIENTO Y COBRO INDEBIDO,215,Modalidades de libramientos indebidos,2,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS,USURA,214,Usura,3,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-I,""Promoción y favorecimiento de la explotación sexual de niñas, niños y adolescentes"",1,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA DIGNIDAD HUMANA,TRATA DE PERSONAS,129-A,Trata de personas,3,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA FAMILIA,ATENTADOS CONTRA LA PATRIA POTESTAD,147,Sustracción de menor,46,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA FAMILIA,ATENTADOS CONTRA LA PATRIA POTESTAD,148,Inducción a la fuga de menor,24,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
"ENERO - MARZO,2026,06/04/2026,ICA,PENAL,DENUNCIA,CONTRA LA FAMILIA,OMISION DE ASISTENCIA FAMILIAR,149,Omisión de prestación de alimentos,1377,110101,ICA,ICA,ICA,27/04/2026,-14.0636111111111,-75.7291666666667"
